tSNE1,tSNE2,data,predicted
51.658745,0.2806841,CITE-seq,NK
-9.897338,36.46346,CITE-seq,Effector CD4+ T
40.98347,26.629847,CITE-seq,Effector CD8+ T
43.80125,25.499538,CITE-seq,Effector CD8+ T
12.480576,55.7302,CITE-seq,Effector CD4+ T
-50.554783,-10.262801,CITE-seq,Naive CD4+ T
57.171165,-6.5217295,CITE-seq,NK
-48.110214,-24.200344,CITE-seq,Naive CD4+ T
48.62374,-7.9786105,CITE-seq,NK
-11.45687,53.196644,CITE-seq,Effector CD4+ T
-41.76356,-13.258966,CITE-seq,Naive CD4+ T
-3.3923244,40.324,CITE-seq,Effector CD4+ T
-33.027138,-4.465658,CITE-seq,Naive CD4+ T
-51.4086,-13.172927,CITE-seq,Naive CD4+ T
-6.411,-67.25044,CITE-seq,Naive CD8+ T
-6.8697667,40.264637,CITE-seq,Effector CD4+ T
-57.020977,-4.257097,CITE-seq,Naive CD4+ T
15.605994,32.29044,CITE-seq,Effector CD4+ T
-55.188232,23.825583,CITE-seq,Naive CD4+ T
-11.668397,-69.554375,CITE-seq,Naive CD8+ T
-42.1172,-12.577142,CITE-seq,Naive CD4+ T
-0.11250515,64.15924,CITE-seq,Effector CD4+ T
48.498634,4.2071033,CITE-seq,NK
-44.35131,4.6502666,CITE-seq,Naive CD4+ T
-7.270726,-53.13781,CITE-seq,Naive CD8+ T
-10.236826,52.651554,CITE-seq,Effector CD4+ T
8.50838,62.97672,CITE-seq,Effector CD4+ T
-10.690013,-54.83124,CITE-seq,Naive CD8+ T
62.011997,3.0708578,CITE-seq,NK
2.3245168,-55.518806,CITE-seq,Naive CD8+ T
-13.639884,-55.700607,CITE-seq,Naive CD8+ T
-34.297184,2.537465,CITE-seq,Naive CD4+ T
-15.1363945,-53.857677,CITE-seq,Naive CD8+ T
2.9113235,51.860607,CITE-seq,Effector CD4+ T
-20.224403,-16.767008,CITE-seq,Naive CD4+ T
25.620537,-36.26935,CITE-seq,B
-11.291529,-62.14421,CITE-seq,Naive CD8+ T
-48.065144,-25.641909,CITE-seq,Naive CD4+ T
-33.79143,14.573574,CITE-seq,Naive CD4+ T
62.198868,-1.305399,CITE-seq,NK
35.629345,20.513609,CITE-seq,Effector CD8+ T
59.699528,-15.551847,CITE-seq,NK
-20.572987,47.84171,CITE-seq,Effector CD4+ T
27.489052,-32.937645,CITE-seq,B
57.97981,5.714247,CITE-seq,NK
-56.743244,-13.151336,CITE-seq,Naive CD4+ T
-27.518776,48.023552,CITE-seq,Effector CD4+ T
59.235916,-0.26517197,CITE-seq,NK
-15.684034,45.459724,CITE-seq,Effector CD4+ T
-41.128117,14.282248,CITE-seq,Naive CD4+ T
29.536991,21.977781,CITE-seq,Effector CD8+ T
23.538937,-30.056507,CITE-seq,B
-44.601624,17.44855,CITE-seq,Naive CD4+ T
-22.403925,-10.01397,CITE-seq,Naive CD4+ T
-13.974166,57.96593,CITE-seq,Effector CD4+ T
-48.1828,-9.217218,CITE-seq,Naive CD4+ T
-20.350227,47.409283,CITE-seq,Effector CD4+ T
32.18376,-35.135433,CITE-seq,B
-32.253765,-0.8205629,CITE-seq,Naive CD4+ T
-32.27676,-18.212687,CITE-seq,Naive CD4+ T
-26.61006,-5.1251187,CITE-seq,Naive CD4+ T
-33.402367,-8.674458,CITE-seq,Naive CD4+ T
4.307811,-2.8442478,CITE-seq,Monocytes
-10.216392,55.57978,CITE-seq,Effector CD4+ T
-4.027844,-67.48707,CITE-seq,Naive CD8+ T
-51.413033,-0.98582965,CITE-seq,Naive CD4+ T
-7.5344205,36.908745,CITE-seq,Effector CD4+ T
-7.250874,59.98866,CITE-seq,Effector CD4+ T
-17.298822,54.62055,CITE-seq,Effector CD4+ T
15.96089,54.134792,CITE-seq,Effector CD4+ T
-28.217878,48.090954,CITE-seq,Effector CD4+ T
19.203274,50.195686,CITE-seq,Effector CD4+ T
-2.9330049,60.071186,CITE-seq,Effector CD4+ T
67.78222,-9.113228,CITE-seq,NK
-2.3629098,-40.697678,CITE-seq,Naive CD8+ T
53.058655,-13.103286,CITE-seq,NK
16.425024,54.757576,CITE-seq,Effector CD4+ T
53.32068,-2.3495266,CITE-seq,NK
-1.234672,-56.28705,CITE-seq,Naive CD8+ T
3.1878972,8.120318,CITE-seq,Monocytes
-18.282625,51.565865,CITE-seq,Effector CD4+ T
-13.012765,54.16005,CITE-seq,Effector CD4+ T
-7.301062,-41.579422,CITE-seq,Naive CD8+ T
-0.85376006,-48.465694,CITE-seq,Naive CD8+ T
1.242667,51.989246,CITE-seq,Effector CD4+ T
58.00982,-20.191309,CITE-seq,NK
-31.068497,44.64135,CITE-seq,Effector CD4+ T
47.075108,31.449871,CITE-seq,Effector CD8+ T
-42.923683,7.9067864,CITE-seq,Naive CD4+ T
27.13978,-45.76921,CITE-seq,B
8.360566,12.412812,CITE-seq,Monocytes
-27.133106,-24.930828,CITE-seq,Naive CD4+ T
15.510684,32.73866,CITE-seq,Effector CD4+ T
22.108517,-29.576702,CITE-seq,B
51.01076,-17.022331,CITE-seq,NK
-11.896711,-50.776913,CITE-seq,Naive CD8+ T
-33.24106,45.279106,CITE-seq,Effector CD4+ T
-21.016445,-18.307573,CITE-seq,Naive CD4+ T
57.89034,-22.67641,CITE-seq,NK
-58.02232,-8.08788,CITE-seq,Naive CD4+ T
60.44131,-10.955497,CITE-seq,NK
-11.315245,48.946922,CITE-seq,Effector CD4+ T
60.24841,-13.194945,CITE-seq,NK
58.39867,-28.077642,CITE-seq,NK
-6.3959274,-57.062824,CITE-seq,Naive CD8+ T
-3.1338499,40.896034,CITE-seq,Effector CD4+ T
63.033497,-18.372751,CITE-seq,NK
-23.914185,-11.3506365,CITE-seq,Naive CD4+ T
-37.11016,6.929383,CITE-seq,Naive CD4+ T
52.070633,30.708933,CITE-seq,Effector CD8+ T
44.75126,-5.8623457,CITE-seq,NK
48.66477,-19.216297,CITE-seq,NK
-37.38559,-12.179819,CITE-seq,Naive CD4+ T
-22.446331,-19.082062,CITE-seq,Naive CD4+ T
21.682428,-28.004768,CITE-seq,B
-25.931555,-1.2872269,CITE-seq,Naive CD4+ T
44.108948,-12.82246,CITE-seq,NK
-24.599323,44.54844,CITE-seq,Effector CD4+ T
53.036045,-12.71326,CITE-seq,NK
55.952183,-7.223898,CITE-seq,NK
-48.148075,-8.677186,CITE-seq,Naive CD4+ T
34.53403,28.332514,CITE-seq,Effector CD8+ T
-25.56294,49.60964,CITE-seq,Effector CD4+ T
45.581264,-16.308775,CITE-seq,NK
-25.958612,44.4003,CITE-seq,Effector CD4+ T
-0.62471676,-57.39056,CITE-seq,Naive CD8+ T
6.9836307,61.581146,CITE-seq,Effector CD4+ T
30.975658,24.974684,CITE-seq,Effector CD8+ T
-33.82868,42.944607,CITE-seq,Effector CD4+ T
-6.6662493,-49.662277,CITE-seq,Naive CD8+ T
42.832024,25.086199,CITE-seq,Effector CD8+ T
26.064068,-45.22907,CITE-seq,B
-25.09169,-5.885965,CITE-seq,Naive CD4+ T
-23.69094,-9.910577,CITE-seq,Naive CD4+ T
3.1827033,-5.5564523,CITE-seq,Monocytes
5.9115443,43.687164,CITE-seq,Effector CD4+ T
48.566185,-2.645483,CITE-seq,NK
-28.660744,-11.718504,CITE-seq,Naive CD4+ T
39.043407,-16.52999,CITE-seq,NK
-45.92493,8.484204,CITE-seq,Naive CD4+ T
-56.587868,-4.549967,CITE-seq,Naive CD4+ T
-14.279403,-68.38594,CITE-seq,Naive CD8+ T
-40.22679,15.059883,CITE-seq,Naive CD4+ T
-38.088177,-11.040222,CITE-seq,Naive CD4+ T
31.635904,22.028149,CITE-seq,Effector CD8+ T
-10.222697,-62.589447,CITE-seq,Naive CD8+ T
-23.957315,-20.09063,CITE-seq,Naive CD4+ T
-14.130203,-50.778828,CITE-seq,Naive CD8+ T
-23.730629,3.0458453,CITE-seq,Naive CD4+ T
-4.1268177,55.028477,CITE-seq,Effector CD4+ T
-35.54415,-5.2941422,CITE-seq,Naive CD4+ T
-20.888906,47.088337,CITE-seq,Effector CD4+ T
61.772305,-20.62919,CITE-seq,NK
-31.83384,-2.504388,CITE-seq,Naive CD4+ T
37.926224,22.889713,CITE-seq,Effector CD8+ T
5.6296997,61.7619,CITE-seq,Effector CD4+ T
4.153889,-3.270882,CITE-seq,Monocytes
-5.4675283,3.5806787,CITE-seq,Monocytes
57.68451,32.915543,CITE-seq,Effector CD8+ T
56.873096,29.13647,CITE-seq,Effector CD8+ T
47.760075,-11.65116,CITE-seq,NK
-38.360718,-11.972646,CITE-seq,Naive CD4+ T
-21.301228,-69.142006,CITE-seq,Naive CD8+ T
11.520772,54.40564,CITE-seq,Effector CD4+ T
1.0388747,38.93457,CITE-seq,Effector CD4+ T
34.683083,23.474268,CITE-seq,Effector CD8+ T
51.860493,1.1323575,CITE-seq,NK
51.080177,48.29549,CITE-seq,Effector CD8+ T
46.568367,-17.89109,CITE-seq,NK
35.976456,22.434645,CITE-seq,Effector CD8+ T
-9.973496,3.4978244,CITE-seq,Naive CD4+ T
-27.000813,-25.027008,CITE-seq,Naive CD4+ T
1.8465942,-1.4092363,CITE-seq,Monocytes
4.3822317,39.343185,CITE-seq,Effector CD4+ T
-50.013035,0.44903037,CITE-seq,Naive CD4+ T
-41.402996,8.656451,CITE-seq,Naive CD4+ T
-30.524662,-12.506285,CITE-seq,Naive CD4+ T
23.225863,-44.473106,CITE-seq,B
-5.904594,37.75661,CITE-seq,Effector CD4+ T
-7.026231,61.92131,CITE-seq,Effector CD4+ T
-2.8954642,-42.67835,CITE-seq,Naive CD8+ T
-31.256681,-18.232485,CITE-seq,Naive CD4+ T
31.9652,-37.800224,CITE-seq,B
-42.49821,12.434908,CITE-seq,Naive CD4+ T
-2.6945841,-65.28921,CITE-seq,Naive CD8+ T
16.17906,56.00982,CITE-seq,Effector CD4+ T
-3.2096002,35.750614,CITE-seq,Effector CD4+ T
-44.617752,4.503198,CITE-seq,Naive CD4+ T
24.016356,3.3237185,CITE-seq,Monocytes
-1.9101423,38.3766,CITE-seq,Effector CD4+ T
-26.183542,49.50753,CITE-seq,Effector CD4+ T
22.449957,-41.936954,CITE-seq,B
-56.815506,2.8177595,CITE-seq,Naive CD4+ T
-7.205068,-65.851326,CITE-seq,Naive CD8+ T
8.360653,-5.0854163,CITE-seq,Monocytes
56.32396,34.312366,CITE-seq,Effector CD8+ T
27.15714,-46.44447,CITE-seq,B
-22.685505,37.069576,CITE-seq,Effector CD4+ T
-13.325064,-53.576534,CITE-seq,Naive CD8+ T
-13.256821,-56.3938,CITE-seq,Naive CD8+ T
-30.446922,5.1332207,CITE-seq,Naive CD4+ T
63.560314,-10.432216,CITE-seq,NK
9.663538,43.779118,CITE-seq,Effector CD4+ T
-34.603046,-22.75596,CITE-seq,Naive CD4+ T
15.870491,-33.985626,CITE-seq,B
26.549711,-49.44282,CITE-seq,B
-7.0780373,-58.918255,CITE-seq,Naive CD8+ T
-1.1329311,-41.604847,CITE-seq,Naive CD8+ T
-27.19698,-11.233162,CITE-seq,Naive CD4+ T
-12.647508,42.82114,CITE-seq,Effector CD4+ T
-54.317776,6.7826886,CITE-seq,Naive CD4+ T
-36.95423,15.042313,CITE-seq,Naive CD4+ T
19.016026,49.77172,CITE-seq,Effector CD4+ T
-34.571667,43.18211,CITE-seq,Effector CD4+ T
-52.987835,22.623428,CITE-seq,Naive CD4+ T
57.05091,-3.8337634,CITE-seq,NK
-40.919228,1.0574114,CITE-seq,Naive CD4+ T
-45.936565,-26.593224,CITE-seq,Naive CD4+ T
2.9053643,-0.684261,CITE-seq,Monocytes
-55.741825,-13.056887,CITE-seq,Naive CD4+ T
23.71328,-28.896332,CITE-seq,B
-35.475723,-6.125375,CITE-seq,Naive CD4+ T
59.634327,-29.18941,CITE-seq,NK
-55.944878,-4.618762,CITE-seq,Naive CD4+ T
-35.0803,-12.589294,CITE-seq,Naive CD4+ T
-22.269056,51.95022,CITE-seq,Effector CD4+ T
61.48192,7.4630637,CITE-seq,NK
44.547672,-8.987633,CITE-seq,NK
53.102448,-7.6304226,CITE-seq,NK
53.829346,29.813951,CITE-seq,Effector CD8+ T
-6.066989,-65.44757,CITE-seq,Naive CD8+ T
5.197676,50.31568,CITE-seq,Effector CD4+ T
10.273843,44.39989,CITE-seq,Effector CD4+ T
-11.667693,39.967064,CITE-seq,Effector CD4+ T
-33.72541,8.736117,CITE-seq,Naive CD4+ T
-45.975666,15.103984,CITE-seq,Naive CD4+ T
-25.457619,-16.121109,CITE-seq,Naive CD4+ T
-26.3415,51.087357,CITE-seq,Effector CD4+ T
-33.317245,12.821323,CITE-seq,Naive CD4+ T
-12.248925,-50.91836,CITE-seq,Naive CD8+ T
45.85202,-8.640519,CITE-seq,NK
-25.636103,-13.384588,CITE-seq,Naive CD4+ T
-6.467207,40.48472,CITE-seq,Effector CD4+ T
-1.5753487,47.750656,CITE-seq,Effector CD4+ T
15.617115,4.0638003,CITE-seq,Monocytes
-1.5839902,55.516277,CITE-seq,Effector CD4+ T
57.15596,5.006851,CITE-seq,NK
-4.6803703,3.2061183,CITE-seq,Monocytes
-50.95856,-23.337765,CITE-seq,Naive CD4+ T
-0.83126915,61.139374,CITE-seq,Effector CD4+ T
-35.706093,0.7559544,CITE-seq,Naive CD4+ T
-39.914326,-27.768116,CITE-seq,Naive CD4+ T
-19.567636,-4.0422587,CITE-seq,Naive CD4+ T
40.165676,22.562117,CITE-seq,Effector CD8+ T
-30.950426,43.502884,CITE-seq,Effector CD4+ T
-1.201872,-57.69619,CITE-seq,Naive CD8+ T
-54.508724,-10.600022,CITE-seq,Naive CD4+ T
13.473529,45.840523,CITE-seq,Effector CD4+ T
2.9613216,-11.5709915,CITE-seq,Monocytes
-32.694984,-2.3573341,CITE-seq,Naive CD4+ T
0.4300344,-50.21443,CITE-seq,Naive CD8+ T
-39.78731,6.2837734,CITE-seq,Naive CD4+ T
14.320812,43.9018,CITE-seq,Effector CD4+ T
-9.130265,-67.80542,CITE-seq,Naive CD8+ T
33.614212,23.29344,CITE-seq,Effector CD8+ T
31.218576,-37.57508,CITE-seq,B
-54.988354,-11.50438,CITE-seq,Naive CD4+ T
46.70347,-17.842918,CITE-seq,NK
30.990267,-38.435738,CITE-seq,B
-50.70854,-18.221018,CITE-seq,Naive CD4+ T
43.086014,28.371248,CITE-seq,Effector CD8+ T
-27.717533,43.381866,CITE-seq,Effector CD4+ T
15.474662,-30.967041,CITE-seq,B
22.066172,-37.92713,CITE-seq,B
17.980392,-29.050787,CITE-seq,B
36.911804,27.75534,CITE-seq,Effector CD8+ T
-33.92759,-3.760597,CITE-seq,Naive CD4+ T
50.075592,49.104053,CITE-seq,Effector CD8+ T
50.15422,47.46265,CITE-seq,Effector CD8+ T
-59.77706,8.161857,CITE-seq,Naive CD4+ T
-34.005493,-2.0496492,CITE-seq,Naive CD4+ T
-10.111763,52.00883,CITE-seq,Effector CD4+ T
32.919445,20.92615,CITE-seq,Effector CD8+ T
-13.827903,-52.25748,CITE-seq,Naive CD8+ T
19.161606,54.202404,CITE-seq,Effector CD4+ T
-8.028912,-63.448574,CITE-seq,Naive CD8+ T
-10.95136,47.27907,CITE-seq,Effector CD4+ T
-13.304782,-70.08624,CITE-seq,Naive CD8+ T
-33.5688,13.264483,CITE-seq,Naive CD4+ T
61.93968,-14.912049,CITE-seq,NK
-32.99118,-9.416636,CITE-seq,Naive CD4+ T
-57.54812,11.667765,CITE-seq,Naive CD4+ T
-7.001275,41.390827,CITE-seq,Effector CD4+ T
-53.60677,-16.187502,CITE-seq,Naive CD4+ T
-6.288165,51.770752,CITE-seq,Effector CD4+ T
-55.893333,-15.3531065,CITE-seq,Naive CD4+ T
-15.14328,52.49603,CITE-seq,Effector CD4+ T
50.832314,-23.878132,CITE-seq,NK
-55.28897,-9.797311,CITE-seq,Naive CD4+ T
24.180738,-38.959614,CITE-seq,B
57.40809,-23.394297,CITE-seq,NK
-11.400881,37.876823,CITE-seq,Effector CD4+ T
46.734745,32.66428,CITE-seq,Effector CD8+ T
-16.691584,52.745495,CITE-seq,Effector CD4+ T
-2.2486234,40.57404,CITE-seq,Effector CD4+ T
16.343987,-39.75129,CITE-seq,B
-30.150118,-18.437178,CITE-seq,Naive CD4+ T
-19.94746,-4.2911444,CITE-seq,Naive CD4+ T
67.53435,-7.6831775,CITE-seq,NK
-40.93365,-14.860575,CITE-seq,Naive CD4+ T
-36.861015,6.8831472,CITE-seq,Naive CD4+ T
-27.088535,-25.918062,CITE-seq,Naive CD4+ T
-19.607372,-70.68351,CITE-seq,Naive CD8+ T
-54.221035,-10.601058,CITE-seq,Naive CD4+ T
3.641972,-11.207231,CITE-seq,Monocytes
-42.283993,-12.496189,CITE-seq,Naive CD4+ T
-22.20033,43.92259,CITE-seq,Effector CD4+ T
4.702355,-52.934227,CITE-seq,Naive CD8+ T
-27.873167,45.8829,CITE-seq,Effector CD4+ T
-38.22629,-11.691763,CITE-seq,Naive CD4+ T
-58.166527,7.270319,CITE-seq,Naive CD4+ T
61.548965,-13.174374,CITE-seq,NK
55.89207,-24.996618,CITE-seq,NK
52.944393,28.091644,CITE-seq,Effector CD8+ T
18.09359,-29.06061,CITE-seq,B
43.767998,27.588318,CITE-seq,Effector CD8+ T
30.25703,26.613249,CITE-seq,Effector CD8+ T
50.35119,48.740078,CITE-seq,Effector CD8+ T
47.916725,-10.871191,CITE-seq,NK
14.090028,4.598047,CITE-seq,Monocytes
-44.582867,14.911427,CITE-seq,Naive CD4+ T
-7.5104795,-62.257164,CITE-seq,Naive CD8+ T
-2.802681,54.505558,CITE-seq,Effector CD4+ T
-27.836601,-18.163055,CITE-seq,Naive CD4+ T
5.789329,44.10164,CITE-seq,Effector CD4+ T
-49.44101,-11.93497,CITE-seq,Naive CD4+ T
-10.302534,-66.55371,CITE-seq,Naive CD8+ T
53.65406,0.8780904,CITE-seq,NK
-12.565821,-50.775276,CITE-seq,Naive CD8+ T
49.471024,-2.6462893,CITE-seq,NK
-63.46587,7.7502794,CITE-seq,Naive CD4+ T
-23.023281,-11.605259,CITE-seq,Naive CD4+ T
5.0322757,-0.07591318,CITE-seq,Monocytes
-10.518946,-66.74363,CITE-seq,Naive CD8+ T
58.2655,-25.190327,CITE-seq,NK
-34.656136,2.7302332,CITE-seq,Naive CD4+ T
-7.736847,-51.923748,CITE-seq,Naive CD8+ T
14.797074,54.519012,CITE-seq,Effector CD4+ T
-16.18898,-59.383785,CITE-seq,Naive CD8+ T
-51.478004,-10.660746,CITE-seq,Naive CD4+ T
-39.391582,9.114789,CITE-seq,Naive CD4+ T
58.51101,-6.5530543,CITE-seq,NK
-43.686104,7.83469,CITE-seq,Naive CD4+ T
-38.115265,8.198926,CITE-seq,Naive CD4+ T
-14.292944,-50.32246,CITE-seq,Naive CD8+ T
-5.594542,-42.828022,CITE-seq,Naive CD8+ T
-60.47355,10.933958,CITE-seq,Naive CD4+ T
-50.230007,-22.724676,CITE-seq,Naive CD4+ T
-22.945572,-13.377857,CITE-seq,Naive CD4+ T
38.88911,21.205574,CITE-seq,Effector CD8+ T
18.43631,25.965218,CITE-seq,Effector CD4+ T
13.434115,47.892235,CITE-seq,Effector CD4+ T
-45.927944,-19.663033,CITE-seq,Naive CD4+ T
-8.710353,45.007748,CITE-seq,Effector CD4+ T
58.672558,-3.6394393,CITE-seq,NK
-53.48996,11.880242,CITE-seq,Naive CD4+ T
3.5694358,-11.715583,CITE-seq,Monocytes
-10.323918,-72.84465,CITE-seq,Naive CD8+ T
19.908587,-29.910765,CITE-seq,B
28.283821,-30.397554,CITE-seq,B
-51.915672,-20.3071,CITE-seq,Naive CD4+ T
55.332825,-4.3039565,CITE-seq,NK
-31.913063,48.077873,CITE-seq,Effector CD4+ T
29.143715,-40.493492,CITE-seq,B
-8.4883795,50.411575,CITE-seq,Effector CD4+ T
50.43779,49.574635,CITE-seq,Effector CD8+ T
33.38314,25.177347,CITE-seq,Effector CD8+ T
-11.296369,-68.89565,CITE-seq,Naive CD8+ T
-54.44356,11.20536,CITE-seq,Naive CD4+ T
-13.181677,-68.1225,CITE-seq,Naive CD8+ T
9.110967,45.452785,CITE-seq,Effector CD4+ T
-56.857544,-1.3928564,CITE-seq,Naive CD4+ T
-19.334318,-8.069456,CITE-seq,Naive CD4+ T
26.110922,-47.465733,CITE-seq,B
41.90838,23.766678,CITE-seq,Effector CD8+ T
-11.942356,-55.97147,CITE-seq,Naive CD8+ T
-36.539635,5.0271072,CITE-seq,Naive CD4+ T
-34.4061,-2.2528188,CITE-seq,Naive CD4+ T
4.8096395,45.578854,CITE-seq,Effector CD4+ T
-50.59721,-16.912771,CITE-seq,Naive CD4+ T
-54.743073,-12.920339,CITE-seq,Naive CD4+ T
2.188237,-58.318806,CITE-seq,Naive CD8+ T
7.9714327,53.162315,CITE-seq,Effector CD4+ T
-9.933618,34.490578,CITE-seq,Effector CD4+ T
14.109857,44.162277,CITE-seq,Effector CD4+ T
48.074024,-3.114091,CITE-seq,NK
50.30459,-16.907017,CITE-seq,NK
-1.1188473,-49.479446,CITE-seq,Naive CD8+ T
-44.87129,-0.8243341,CITE-seq,Naive CD4+ T
4.2456837,7.4477587,CITE-seq,Monocytes
35.47969,22.012625,CITE-seq,Effector CD8+ T
-32.888477,48.459896,CITE-seq,Effector CD4+ T
-4.229494,4.4971013,CITE-seq,Monocytes
-54.652637,-11.894685,CITE-seq,Naive CD4+ T
-4.411477,2.7263882,CITE-seq,Monocytes
58.978024,-1.3468761,CITE-seq,NK
-38.211075,15.826714,CITE-seq,Naive CD4+ T
-52.401596,17.940428,CITE-seq,Naive CD4+ T
-6.205575,3.5736473,CITE-seq,Monocytes
-34.077812,12.63034,CITE-seq,Naive CD4+ T
-5.268264,-52.069923,CITE-seq,Naive CD8+ T
55.872467,8.4458475,CITE-seq,NK
-15.054244,-56.544273,CITE-seq,Naive CD8+ T
28.597788,26.343452,CITE-seq,Effector CD8+ T
61.694614,-22.555876,CITE-seq,NK
-3.8103101,44.10736,CITE-seq,Effector CD4+ T
-15.348816,-68.0402,CITE-seq,Naive CD8+ T
-46.725594,8.263617,CITE-seq,Naive CD4+ T
-40.21631,8.462496,CITE-seq,Naive CD4+ T
13.620617,56.114113,CITE-seq,Effector CD4+ T
-28.842077,49.029205,CITE-seq,Effector CD4+ T
-15.766631,-71.4064,CITE-seq,Naive CD8+ T
44.727306,-14.099781,CITE-seq,NK
28.33184,-31.46333,CITE-seq,B
22.194727,-41.47163,CITE-seq,B
-4.372185,2.6358588,CITE-seq,Monocytes
57.92488,-17.408333,CITE-seq,NK
-41.303688,-27.918657,CITE-seq,Naive CD4+ T
53.323994,-24.090824,CITE-seq,NK
-28.138071,48.0716,CITE-seq,Effector CD4+ T
-13.759473,-65.09272,CITE-seq,Naive CD8+ T
-45.50126,-17.161886,CITE-seq,Naive CD4+ T
-57.353466,-13.04734,CITE-seq,Naive CD4+ T
10.272239,43.72889,CITE-seq,Effector CD4+ T
48.043343,-15.435633,CITE-seq,NK
2.365985,-55.401478,CITE-seq,Naive CD8+ T
-46.986374,6.8966255,CITE-seq,Naive CD4+ T
-5.0491004,-56.11681,CITE-seq,Naive CD8+ T
59.016617,-11.449692,CITE-seq,NK
-5.169525,-57.716564,CITE-seq,Naive CD8+ T
4.88093,-13.075453,CITE-seq,Monocytes
-25.898932,1.486496,CITE-seq,Naive CD4+ T
35.985565,22.435966,CITE-seq,Effector CD8+ T
-45.392033,17.289076,CITE-seq,Naive CD4+ T
-14.151381,50.87281,CITE-seq,Effector CD4+ T
-39.552864,0.285977,CITE-seq,Naive CD4+ T
-43.746433,12.766639,CITE-seq,Naive CD4+ T
55.07881,-25.187609,CITE-seq,NK
-18.139236,-71.68243,CITE-seq,Naive CD8+ T
-53.084156,-16.64037,CITE-seq,Naive CD4+ T
58.01503,5.7457857,CITE-seq,NK
-44.127014,15.406447,CITE-seq,Naive CD4+ T
-3.2837598,37.66253,CITE-seq,Effector CD4+ T
25.146305,-37.07235,CITE-seq,B
26.790033,-40.951843,CITE-seq,B
60.638138,-24.973425,CITE-seq,NK
34.70606,20.633526,CITE-seq,Effector CD8+ T
-53.782085,-7.7471776,CITE-seq,Naive CD4+ T
-51.340473,21.584394,CITE-seq,Naive CD4+ T
44.561604,33.36634,CITE-seq,Effector CD8+ T
-36.12131,10.449176,CITE-seq,Naive CD4+ T
6.6399603,62.650497,CITE-seq,Effector CD4+ T
-59.044292,15.365114,CITE-seq,Naive CD4+ T
59.518738,2.5863357,CITE-seq,NK
-53.800076,-3.1851838,CITE-seq,Naive CD4+ T
26.161842,-30.763842,CITE-seq,B
59.55206,-15.436539,CITE-seq,NK
9.578567,54.595665,CITE-seq,Effector CD4+ T
-44.480614,16.28644,CITE-seq,Naive CD4+ T
-7.405976,56.562397,CITE-seq,Effector CD4+ T
33.42809,22.934978,CITE-seq,Effector CD8+ T
1.7017872,-2.1784344,CITE-seq,Monocytes
-43.00164,-9.371259,CITE-seq,Naive CD4+ T
62.907776,-0.6137057,CITE-seq,NK
-23.460167,50.147556,CITE-seq,Effector CD4+ T
-57.103283,23.768707,CITE-seq,Naive CD4+ T
2.3617237,41.87781,CITE-seq,Effector CD4+ T
39.95323,25.850193,CITE-seq,Effector CD8+ T
-12.242948,50.699715,CITE-seq,Effector CD4+ T
-43.599125,14.772965,CITE-seq,Naive CD4+ T
-53.318428,-3.2073224,CITE-seq,Naive CD4+ T
54.10951,4.5531316,CITE-seq,NK
-55.01356,15.496328,CITE-seq,Naive CD4+ T
23.449968,-29.84462,CITE-seq,B
-56.214626,-15.815031,CITE-seq,Naive CD4+ T
13.762337,56.489647,CITE-seq,Effector CD4+ T
59.70999,-29.118984,CITE-seq,NK
-19.928396,-14.80437,CITE-seq,Naive CD4+ T
-32.833797,-1.0915233,CITE-seq,Naive CD4+ T
-57.620964,-16.049637,CITE-seq,Naive CD4+ T
-3.9042137,-61.346924,CITE-seq,Naive CD8+ T
-6.3426833,-51.388737,CITE-seq,Naive CD8+ T
-25.869421,-1.971967,CITE-seq,Naive CD4+ T
-28.167244,-19.548298,CITE-seq,Naive CD4+ T
-14.863685,-68.7397,CITE-seq,Naive CD8+ T
-10.925764,-69.863365,CITE-seq,Naive CD8+ T
-12.328123,-50.59706,CITE-seq,Naive CD8+ T
55.779408,-25.382963,CITE-seq,NK
-12.5433,-55.393066,CITE-seq,Naive CD8+ T
14.228542,3.2376893,CITE-seq,Monocytes
-10.306097,-71.71188,CITE-seq,Naive CD8+ T
3.7556942,48.286346,CITE-seq,Effector CD4+ T
1.7346706,40.62762,CITE-seq,Effector CD4+ T
-24.358711,-13.343726,CITE-seq,Naive CD4+ T
-18.5473,50.7376,CITE-seq,Effector CD4+ T
62.02348,-13.193246,CITE-seq,NK
-8.248116,-44.719208,CITE-seq,Naive CD8+ T
4.9825797,-0.9774734,CITE-seq,Monocytes
-9.827516,-55.794052,CITE-seq,Naive CD8+ T
23.138674,-33.724792,CITE-seq,B
23.179594,-28.417973,CITE-seq,B
-29.385885,47.3185,CITE-seq,Effector CD4+ T
-24.166384,50.93982,CITE-seq,Effector CD4+ T
-17.686161,41.363613,CITE-seq,Effector CD4+ T
61.441658,-14.907354,CITE-seq,NK
-19.183813,-71.234795,CITE-seq,Naive CD8+ T
46.512787,26.556839,CITE-seq,Effector CD8+ T
-15.876375,50.303703,CITE-seq,Effector CD4+ T
-30.16724,0.554838,CITE-seq,Naive CD4+ T
-55.256107,21.784794,CITE-seq,Naive CD4+ T
-10.846193,42.56444,CITE-seq,Effector CD4+ T
3.179497,-54.535545,CITE-seq,Naive CD8+ T
-48.054256,-8.945782,CITE-seq,Naive CD4+ T
-2.8834388,40.30067,CITE-seq,Effector CD4+ T
